X,CH1,Start,Increment
Sequence,VOLT,-3.00E-2,5.00E-5
0,2.40E-2
1,-2.50E-2
2,-2.40E-2
3,2.40E-2
4,2.40E-2
5,-2.40E-2
6,2.30E-2
7,-2.40E-2
8,-2.40E-2
9,2.30E-2
10,2.30E-2
11,-2.40E-2
12,2.30E-2
13,-2.30E-2
14,-2.30E-2
15,2.30E-2
16,2.30E-2
17,-2.30E-2
18,2.20E-2
19,-2.30E-2
20,2.20E-2
21,-2.20E-2
22,-2.30E-2
23,2.20E-2
24,2.20E-2
25,-2.20E-2
26,2.20E-2
27,-2.20E-2
28,2.10E-2
29,-2.20E-2
30,2.10E-2
31,-2.20E-2
32,-2.20E-2
33,2.10E-2
34,-2.20E-2
35,2.10E-2
36,-2.20E-2
37,2.10E-2
38,2.10E-2
39,-2.20E-2
40,-2.10E-2
41,2.10E-2
42,2.00E-2
43,-2.10E-2
44,-2.10E-2
45,2.00E-2
46,2.00E-2
47,-2.10E-2
48,-2.10E-2
49,2.00E-2
50,-2.10E-2
51,2.00E-2
52,2.00E-2
53,-2.10E-2
54,2.00E-2
55,-2.10E-2
56,2.00E-2
57,-2.00E-2
58,1.90E-2
59,-2.00E-2
60,1.90E-2
61,-1.90E-2
62,1.90E-2
63,-2.00E-2
64,1.90E-2
65,-2.00E-2
66,-1.90E-2
67,1.90E-2
68,-2.00E-2
69,1.90E-2
70,1.90E-2
71,-2.00E-2
72,1.90E-2
73,-1.90E-2
74,1.80E-2
75,-1.90E-2
76,-1.90E-2
77,1.80E-2
78,1.80E-2
79,-1.90E-2
80,1.80E-2
81,-1.90E-2
82,-1.90E-2
83,1.80E-2
84,-1.90E-2
85,1.80E-2
86,-1.80E-2
87,1.80E-2
88,1.80E-2
89,-1.80E-2
90,1.80E-2
91,-1.80E-2
92,-1.80E-2
93,1.80E-2
94,-1.80E-2
95,1.70E-2
96,-1.80E-2
97,1.70E-2
98,1.70E-2
99,-1.80E-2
100,-1.80E-2
101,1.70E-2
102,1.70E-2
103,-1.80E-2
104,-1.80E-2
105,1.70E-2
106,1.70E-2
107,-1.80E-2
108,1.70E-2
109,-1.80E-2
110,1.70E-2
111,-1.70E-2
112,1.70E-2
113,-1.60E-2
114,-1.70E-2
115,1.60E-2
116,-1.60E-2
117,1.70E-2
118,-1.70E-2
119,1.60E-2
120,-1.70E-2
121,1.60E-2
122,1.60E-2
123,-1.70E-2
124,1.60E-2
125,-1.70E-2
126,-1.70E-2
127,1.60E-2
128,1.60E-2
129,-1.70E-2
130,1.60E-2
131,-1.70E-2
132,1.60E-2
133,-1.70E-2
134,-1.70E-2
135,1.60E-2
136,-1.70E-2
137,1.50E-2
138,1.50E-2
139,-1.60E-2
140,1.50E-2
141,-1.60E-2
142,1.50E-2
143,-1.60E-2
144,1.50E-2
145,-1.60E-2
146,1.50E-2
147,-1.60E-2
148,-1.60E-2
149,1.50E-2
150,-1.50E-2
151,1.50E-2
152,1.50E-2
153,-1.60E-2
154,-1.60E-2
155,1.50E-2
156,-1.50E-2
157,1.50E-2
158,1.50E-2
159,-1.60E-2
160,-1.60E-2
161,1.50E-2
162,1.50E-2
163,-1.60E-2
164,1.50E-2
165,-1.60E-2
166,-1.50E-2
